3.225990516490336302e-01 8.759705174346186141e+01 2.375381298948586561e+01
9.545517007191808290e-01 7.100341637635975189e+01 3.209398270886400439e+01
1.733523215383503957e-01 8.433218804682407210e+01 2.016810298202412000e+01
5.624420983819344855e-01 2.242698485304317657e+01 1.789619205627217013e+01
5.794109329317834872e-02 3.655690287431247043e+01 3.779485892912065736e+01
3.634811299353538083e-01 3.977030059951742658e+01 2.927844743538573269e+01
8.350087312731644396e-01 6.222475554528637787e+01 2.812363074173386934e+01
9.663874747987739600e-01 9.938797690466681445e+01 2.208353231279906836e+01
1.379596988139597524e+00 7.338169583158540377e+01 1.247970185661155007e+01
1.336097517467129459e+00 7.535713861547476711e+01 1.139065395666364822e+01
5.545460856829734775e-01 8.351694851224623051e+01 2.060148248807623617e+01
1.736117294538971789e+00 4.153455785417088464e+01 1.648345637754682969e+01
1.114971169803582240e+00 5.596655966692189565e+00 2.566139676007508186e+01
1.014529819316155157e+00 1.441054760739799789e+01 2.734695081331828703e+00
1.866486167302128019e+00 3.576715966093190247e+01 3.106352487837995113e+01
1.582694182979601738e+00 5.889271325537377066e+01 4.608850005654173465e+00
1.454919674206663238e+00 6.180894057075965264e+01 1.095818943009947688e+01
1.809405704138791648e+00 7.604972570476358840e+01 3.000975915812855632e+01
1.486538233551883526e+00 6.844022600816668955e+01 1.000366378086382824e+01
1.410747946412060472e+00 4.889424692478716139e+01 1.546842625792909942e+01
1.989164443784101843e+00 6.364522913057274245e+00 2.200644858058354103e+01
6.480069563083613593e-01 8.328093672239374357e+00 3.888965721360409589e+01
2.875274920212079199e-01 9.332464860722524236e+01 2.867456262458267346e+01
1.258402726155967155e+00 8.163263138910312477e+01 2.492009082864155189e+01
4.296845681130828098e-01 1.916579725307613558e+01 1.253620415089901519e+00
4.534204278681677192e-01 2.502782099034833507e+01 2.637778939578108606e+01
1.619844998186607876e+00 2.142944063563637158e+01 2.425371450415509500e+00
1.788132648654457313e+00 1.678616257737683171e+01 3.526952159188249425e+01
1.694804336813241941e+00 4.549655496436837154e+01 9.434951259469785967e+00
6.211278559739015215e-01 8.930333720706367728e+01 3.758496242451194291e+01
7.722317510215662706e-01 6.645034204107000164e+01 1.344543702973682997e+01
1.295315608484579384e+00 2.957077512803850539e+01 3.420674013153661264e+01
1.888435270379474451e+00 5.697985982498423141e+01 3.374983080296588156e+01
1.601253953532618124e-01 5.126794477502317449e+01 3.540166441773589412e+01
1.550962481946479787e+00 1.319818444516856992e+01 5.567623055609701055e+00
8.481887560833011319e-01 5.528044057175625170e+01 1.398159805310868009e+01
5.104709851087551042e-01 7.834992399671172336e+01 3.779491750815771045e+00
1.158431191611562605e+00 6.442810692354812829e+01 6.262267079140387160e+00
9.132625405998430201e-01 3.160108679884484673e+01 1.461600170834054246e+01
1.041964372574884168e+00 2.750408715051143815e+01 1.702401173083629971e+01
1.655654097654787993e+00 9.605231819186758457e+01 3.925632719482586452e+01
1.944048327393616882e+00 4.730700299783012497e+01 2.328539699515742356e+01
7.561880923204268301e-01 9.434534652412654054e+01 8.107003165585179971e+00
2.658442428477322816e-01 9.055887592156501853e+01 3.630148987723233489e+01
1.222792874159781107e+00 4.234619687032427038e+01 6.476535337471648113e+00
6.822855396836319253e-01 3.227001195023471158e+00 1.879713538736461587e+01
1.168947193977700971e+00 3.217777340941285757e+01 7.617282045200432172e+00
1.097380640149357017e-01 2.806591006165976565e-01 2.684436437140855247e+01
2.142443975049475313e-02 1.034924053232701269e+01 3.267619106947967111e+01
2.398324589149831432e-01 5.385790137716772108e+01 1.935047267890160327e+01
