1.942917524717326927e-01 1.012107522308024166e+01 9.759752912419257243e+00 4.771074710554064069e+00
4.798631810431612243e-01 1.441088198759574901e+01 2.403118148384783126e+01 1.034250328198263524e+01
7.654346096145898670e-01 2.252846522984156330e+00 3.830261005527640350e+01 1.591393185341120819e+01
1.051006038186018232e+00 1.217821156550298234e+01 5.257403862670497574e+01 2.148536042483977937e+01
1.336577466757447041e+00 3.783856034209071240e+00 6.684546719813354798e+01 2.705678899626835232e+01
1.622148895328875406e+00 7.304421099303443299e+00 8.111689576956210601e+01 3.262821756769692172e+01
1.907720323900304216e+00 4.891069507631110369e+00 9.538832434099069246e+01 3.819964613912549112e+01
2.804759104844613549e-01 2.433536093736595518e+01 2.833823370269305286e+01 1.759536365055798868e+01
5.660473390558899975e-01 2.862516770188146609e+01 4.260966227412162510e+01 2.316679222198656163e+01
8.516187676273185847e-01 1.646713223726987252e+01 5.688109084555019734e+01 2.873822079341513103e+01
1.137190196198747172e+00 2.639249727978869231e+01 7.115251941697876248e+01 3.430964936484370753e+01
1.422761624770175537e+00 1.799814174849478832e+01 8.542394798840733472e+01 3.988107793627227693e+01
1.708333053341604346e+00 2.151870681358915505e+01 9.969537655983590696e+01 6.452506507700846328e+00
1.993904481913032711e+00 1.910535522191682389e+01 1.406680513126447529e+01 1.202393507912941750e+01
3.621547939141033651e-02 3.854964665165167048e+01 3.040275028502917465e+01 2.397275965653219743e+01
3.217869079628389306e-01 4.283945341616718139e+01 4.467417885645775044e+01 2.954418822796076327e+01
6.073583365342674067e-01 3.068141795155558071e+01 5.894560742788632268e+01 3.511561679938933622e+01
8.929297651056961049e-01 4.060678299407441472e+01 7.321703599931487361e+01 1.687045370817910506e+00
1.178501193677124581e+00 3.221242746278049651e+01 8.748846457074346006e+01 7.258473942246482125e+00
1.464072622248552946e+00 3.573299252787487035e+01 1.859893142172032388e+00 1.282990251367505152e+01
1.749644050819981755e+00 3.331964093620254630e+01 1.613132171360060596e+01 1.840133108510362447e+01
2.356205519541755000e-01 5.276393236593738578e+01 5.463944486397162592e+01 3.900596088640676840e+01
5.211919805256040039e-01 5.705373913045289669e+01 6.891087343540019106e+01 5.577389457835339570e+00
8.067634090970327021e-01 4.489570366584129602e+01 8.318230200682876330e+01 1.114881802926390897e+01
1.092334837668461178e+00 5.482106870836012291e+01 9.745373057825733554e+01 1.672024660069248370e+01
1.377906266239889543e+00 4.642671317706621181e+01 1.182515914968590920e+01 2.229167517212105309e+01
1.663477694811318353e+00 4.994727824216058565e+01 2.609658772111447789e+01 2.786310374354962249e+01
1.949049123382746940e+00 4.753392665048825450e+01 4.036801629254305368e+01 3.343453231497819900e+01
6.697415288828073576e-02 6.697821808022310108e+01 6.048277175121666716e+01 7.858568122525595001e+00
3.525455814597093784e-01 7.126802484473860488e+01 7.475420032264523229e+01 1.342999669395416618e+01
6.381170100311378546e-01 5.910998938012701132e+01 8.902562889407380453e+01 1.900142526538273557e+01
9.236884386025664417e-01 6.903535442264583821e+01 3.397057465502374196e+00 2.457285383681130853e+01
1.209259867173995140e+00 6.064099889135193422e+01 1.766848603693095043e+01 3.014428240823987792e+01
1.494831295745423505e+00 6.416156395644628674e+01 3.193991460835951912e+01 3.571571097966845088e+01
1.780402724316852092e+00 6.174821236477396269e+01 4.621134317978808781e+01 2.287139551097022938e+00
1.377038972613827406e-01 8.119250379450880928e+01 7.828891841312690758e+01 2.038134524064585662e+01
4.232753258328113000e-01 8.548231055902432729e+01 9.256034698455547982e+01 2.595277381207442602e+01
7.088467544042399426e-01 7.332427509441272662e+01 6.931775555984059700e+00 3.152420238350299897e+01
9.944181829756685298e-01 8.324964013693154641e+01 2.120320412741263283e+01 3.709563095493157192e+01
1.279989611547096784e+00 7.485528460563763531e+01 3.547463269884120507e+01 3.667059526360143540e+00
1.565561040118525593e+00 7.837584967073200914e+01 4.974606127026977731e+01 9.238488097788714271e+00
1.851132468689953958e+00 7.596249807905967089e+01 6.401748984169833534e+01 1.480991666921728722e+01
8.921857231914161190e-02 9.540678950879453168e+01 9.013729347693673333e+01 3.057826557872690643e+01
3.747900008905701852e-01 9.969659627331003549e+01 4.508722048365305213e+00 3.614969415015548293e+01
6.603614294619988279e-01 8.753856080869843481e+01 1.878015061979387923e+01 2.721122721584053217e+00
9.459328580334274150e-01 9.746392585121726881e+01 3.305157919122245858e+01 8.292551293012625280e+00
1.231504286604855780e+00 8.906957031992335772e+01 4.732300776265103082e+01 1.386397986444119823e+01
1.517075715176284367e+00 9.259013538501771734e+01 6.159443633407959595e+01 1.943540843586976763e+01
1.802647143747712954e+00 9.017678379334539329e+01 7.586586490550814688e+01 2.500683700729833703e+01
