3.816895258245168177e-01 3.485752587173094241e+01 2.251690649474293338e+01
4.377958503595904549e-01 2.156570818817987245e+01 4.456991354432002339e+00
1.666386160769175007e+00 7.018809402341202031e+01 1.604405149101205907e+01
1.018110491909672150e-01 1.326149242652158833e+01 3.752809602813608336e+01
1.888540546646589213e+00 6.827845143715623522e+01 2.368742946456033138e+01
3.621505649676769467e-01 1.893615029975871167e+01 1.357922371769286407e+01
9.977143656365823343e-01 5.713637777264319340e+01 2.860181537086693737e+01
1.238737373993869378e-01 1.677698845233341274e+01 9.201766156399534324e+00
1.469908494069798843e+00 3.374384791579271337e+01 2.116985092830577386e+01
1.128318758733564575e+00 5.760569307737380740e+00 3.895532697833182567e+01
1.037393042841486590e+00 2.382647425612311309e+01 3.186074124403811680e+01
1.728128647269485896e+00 2.880927892708544036e+01 8.351728188773414274e+00
1.825558490179106375e-02 4.780332798334610089e+01 5.140698380037541426e+00
1.967034909658077702e+00 5.820427380369901016e+01 3.345734754066591421e+01
3.140530836510639912e-01 6.288857983046595024e+01 9.011762439189975993e+00
2.920970914898008974e-01 5.047535662768688525e+01 3.712442500282708124e+01
1.787429837103331698e+00 8.589947028537983442e+01 7.149094715049738369e+00
2.255428520693958383e-01 4.306986285238180301e+01 1.082487957906427845e+01
6.438191167759418354e-01 9.920511300408334421e+01 4.721831890431912981e+00
8.058239732060302751e-01 7.514123462393579089e+00 2.344421312896454879e+01
4.953322218920510611e-01 7.316226145652863977e+01 6.043224290291772327e+00
1.284023478154180609e+00 9.512304683611968414e+01 3.476482860680204823e+01
1.303683746010603883e+00 4.071832430361262567e+01 1.132728131229133872e+01
1.209411363077983692e+00 4.885831569455157108e+01 1.650045414320777004e+00
1.534682284056541279e+00 8.455789862653806210e+01 6.586810207544950835e+00
6.669902139340838643e-01 2.654991049517417068e+01 3.669889469789054459e+01
3.081249909330397926e-02 7.747203178181857330e-01 3.447268572520775365e+01
3.348463243272287171e-01 1.450081288688414016e+00 7.604760795941246876e+00
8.828216840662103659e-02 7.674427748218418799e+01 2.198747562973489522e+01
1.830303927986950852e+00 8.166466860353183677e+01 3.294248121225597004e+01
1.606005875510783332e+00 8.322517102053500082e+01 3.647271851486841143e+01
1.807577804242289865e+00 5.679338756401925536e+01 2.735337006576830987e+01
6.248776351897372683e-01 1.755092991249211920e+01 2.556491540148293851e+01
1.120042697676630894e+00 9.761197238751159944e+01 2.873083220886794820e+01
1.235751240973239851e+00 7.757809222258427440e+01 2.629381152780485209e+01
1.444084378041650574e+00 7.464322028587811531e+01 1.451079902655433962e+01
5.355954925543775502e-01 9.254961998355858199e+00 1.759974587540788349e+01
1.599205595805781366e+00 1.927705346177407009e+01 1.689113353957019470e+01
1.572812702999214773e-01 4.681954339942242882e+01 1.053800085417027077e+01
1.061212186287442183e+00 3.977604357525572709e+01 1.837200586541814928e+01
7.683570488273940846e-01 2.709715909593379379e+01 2.051816359741293283e+01
1.692164163696808332e+00 8.264450149891506214e+01 2.813269849757870844e+01
1.018274046160213331e+00 8.618367326206326595e+01 1.625350158279259105e+01
1.152912121423866010e+00 5.931543796078251063e+01 3.230074493861617668e+01
1.651376437079890680e+00 3.620809843516214244e+01 2.401826766873582386e+01
1.421102769841816160e+00 1.065450059751173484e+01 1.574856769368230580e+01
4.524359698885053321e-02 6.708788670470642046e+01 1.873864102260021625e+01
1.334729032007467842e+00 4.914132955030829919e+01 2.952218218570427766e+01
1.370532219875247204e+00 2.920062026616350792e+01 2.151809553473983527e+01
7.201162294574915412e-01 8.092495068858384855e+01 3.864523633945080405e+01
1.554771714442386710e+00 4.204346594821983985e+01 1.028426348837086479e+01
8.849845442824283426e-01 7.284317269674578199e+01 3.406957794797180128e+01
1.901911297573396498e+00 9.888599948128009487e+01 1.216483919799409641e+01
8.382327532752922306e-01 2.539262169153102633e+01 3.102217406954638790e+01
1.623297381987016674e+00 3.193226899124692153e+01 1.509629283846591719e+01
1.948480833500240816e+00 8.862538178139055844e+01 6.272120787257023267e+00
5.927756523926970278e-01 6.573622749423579137e+01 3.923403692511487861e+01
1.512004709133375702e+00 6.596033364488949502e+00 1.704978601013755224e+01
1.258828031857695207e+00 4.295518192698479965e+01 1.895009885016134632e+01
1.846485812683994698e+00 2.732908867951197252e+00 3.738093777776853699e+00
1.170411433314031413e+00 3.641985859512111734e+00 3.055467171760669487e+01
7.296077030750792725e-01 8.776534167833906608e+00 1.789901479407842189e+01
1.994935639343027978e+00 7.135800649955980646e+01 2.783419227087441605e+00
5.734057739438975787e-01 8.790387714105060013e+01 2.239463216489960118e+01
1.412963858990962995e+00 4.151321622873464179e+00 2.300339064836509806e+01
2.783556655001801494e-01 8.947433006520437004e+01 1.256019809635236939e+01
1.198251766182501177e+00 5.369523118060546807e+01 2.938766195873342468e+01
6.845132069357622306e-01 2.436644753531937724e+01 3.130428558199952249e+01
1.344660620159492836e+00 5.561414889379683046e+01 7.637493404696083843e+00
4.451097375570474690e-01 6.665651825586691359e+01 3.825062560266602674e+01
2.512976630750020646e-01 3.849100027966772331e+01 2.512764519880196801e+01
1.395934033992032974e+00 6.970074785649562443e+01 3.004803461521124675e+01
1.576806796845889869e+00 1.518074749206032159e+01 3.603503340152248313e+01
1.703562609282792906e+00 6.185118109638798245e+01 3.516265123330864384e+00
1.497127050026463069e+00 3.253444958944012910e+01 3.176910600306656463e+01
9.279295281953974239e-01 3.591490613986750446e+01 1.983924289625790394e+01
1.057661743163043289e+00 9.005568263701246678e+01 2.459047082583399657e+01
5.154726612790573315e-01 1.205847198298306289e+01 9.841030476988700926e+00
4.019026523878306834e-01 7.962328439751198061e+01 3.770301179121557311e+01
2.194414888201344782e-01 9.374137079363374880e+01 2.013695210211832531e+01
1.935435075617454870e-01 2.298211674130497428e+01 1.879447424893498475e+00
9.655219943663049254e-01 6.079536536834321225e+01 3.313245163686418948e+01
6.182935518275443215e-02 5.270245628263325699e+01 2.668536386303777164e+01
1.082785994414539266e+00 1.259987903904131734e+01 2.572973681290651271e+01
1.865352841217080559e+00 3.098234935092272480e+01 3.991182771043852995e+01
3.464542643597990912e-01 9.216971648422558872e+01 1.489858875365425739e+01
6.105203112435789725e-01 9.405258718807750995e+01 1.400914406695647330e+01
4.610581446733121314e-01 1.433721522752655630e+01 8.547179196266263546e+00
9.524523791905935566e-01 5.460689687734258513e+01 1.291491166735951168e+01
1.722560780092173838e-01 5.140404726262286772e+01 1.345456765344895977e+01
1.936891325644097606e+00 3.744872552732504545e+01 2.692284387729900175e+01
5.551747454340053567e-01 2.103515889671034245e+01 2.785840659325514324e+01
1.261056270786919731e+00 6.359377046832524627e+01 1.325704799026782288e+00
9.188347881059322209e-01 6.424367840216686432e+01 1.966420036319713205e+01
1.751096772530894130e+00 4.560347201253634353e+01 3.128666548422387006e+00
8.407216855451652426e-01 7.852148403213311667e+01 3.567988632009102901e+01
7.463995405952482676e-01 9.625645684505659005e+01 5.351126224952259314e+00
8.804302040053915146e-01 7.509718765658037398e+01 3.504721960380000922e+01
1.766594670668865330e+00 4.436952058128210297e+01 2.339284930397449003e+00
7.906903944297128950e-01 9.192738838583102279e+01 1.172270303144440717e+01
